Movie_Name,Votes,Gross_collection_millions,Certification,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
Get the Gringo,110188,N/A,15,Mel Gibson,Kevin Balmore,Daniel Giménez Cacho,Jesús Ochoa,Action,Drama,Thriller
Traitor,58582,23.53,12A,Don Cheadle,Guy Pearce,Archie Panjabi,Saïd Taghmaoui,Action,Crime,Drama
Alan Partridge: Alpha Papa,32558,0.15,15,Steve Coogan,Colm Meaney,Tim Key,Karl Theobald,Action,Comedy,Crime
Agneepath,25718,1.98,15,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt,Rishi Kapoor,Action,Crime,Drama
Fan,47790,1.36,12A,Shah Rukh Khan,Shriya Pilgaonkar,Sayani Gupta,Waluscha D'Souza,Action,Drama,Thriller
Indiana Jones and the Dial of Destiny,90536,N/A,12A,Harrison Ford,Phoebe Waller-Bridge,Antonio Banderas,Karen Allen,Action,Adventure,
Extraction,246805,N/A,18,Chris Hemsworth,Bryon Lerum,Ryder Lerum,Rudhraksh Jaiswal,Action,Thriller,
Captain Marvel,586967,426.83,12A,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Jude Law,Action,Adventure,Sci-Fi
Ready or Not,167691,28.71,18,Samara Weaving,Adam Brody,Mark O'Brien,Henry Czerny,Action,Comedy,Horror
The Fast and the Furious,405342,144.53,15,Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster,Action,Crime,Thriller
Mad Max,214986,8.75,X,Mel Gibson,Joanne Samuel,Hugh Keays-Byrne,Steve Bisley,Action,Adventure,Sci-Fi
Aquaman,497864,335.06,12A,Jason Momoa,Amber Heard,Willem Dafoe,Patrick Wilson,Action,Adventure,Fantasy
The Maze Runner,489026,102.43,15,Dylan O'Brien,Kaya Scodelario,Will Poulter,Thomas Brodie-Sangster,Action,Mystery,Sci-Fi
TRON: Legacy,347697,172.06,PG,Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,Action,Adventure,Sci-Fi
Chappie,261884,31.57,15,Sharlto Copley,Dev Patel,Hugh Jackman,Sigourney Weaver,Action,Crime,Drama
Young Guns,65377,45.66,18,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen,Action,Drama,Western
Spectre,454195,200.07,12A,Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,Action,Adventure,Thriller
Men in Black 3,376255,179.02,PG,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Action,Adventure,Comedy
Thor: The Dark World,705677,206.36,12A,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård,Action,Adventure,Fantasy
Ghostbusters,238484,128.34,12A,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones,Action,Comedy,Fantasy
Hanna,203750,40.26,12A,Saoirse Ronan,Cate Blanchett,Eric Bana,Vicky Krieps,Action,Adventure,Drama
Enola Holmes 2,90517,N/A,12A,Millie Bobby Brown,Henry Cavill,David Thewlis,Louis Partridge,Action,Adventure,Crime
The Island,322335,35.82,12A,Scarlett Johansson,Ewan McGregor,Djimon Hounsou,Steve Buscemi,Action,Sci-Fi,Thriller
Patriot Games,117281,83.29,15,Harrison Ford,Sean Bean,Anne Archer,Patrick Bergin,Action,Thriller,
Bad Boys,277229,65.81,18,Will Smith,Martin Lawrence,Lisa Boyle,Michael Taliferro,Action,Comedy,Crime
Dog Soldiers,63440,N/A,15,Sean Pertwee,Kevin McKidd,Emma Cleasby,Liam Cunningham,Action,Horror,Thriller
Bloodsport,90051,11.81,18,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,Action,Biography,Drama
The Book of Eli,329220,94.84,15,Denzel Washington,Mila Kunis,Ray Stevenson,Gary Oldman,Action,Adventure,Drama
The Mask of Zorro,192190,94.1,PG,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,José María de Tavira,Action,Adventure,Comedy
Hellboy,340588,59.62,12A,Ron Perlman,Doug Jones,Selma Blair,John Hurt,Action,Adventure,Fantasy
What Happened to Monday,129624,N/A,15,Noomi Rapace,Glenn Close,Willem Dafoe,Marwan Kenzari,Action,Crime,Fantasy
The Transporter,313346,25.3,15,Jason Statham,Shu Qi,Matt Schulze,François Berléand,Action,Crime,Thriller
Unknown,266219,63.69,12A,Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,Action,Mystery,Thriller
Unstoppable,203185,81.56,12A,Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Action,Thriller,
Shin Godzilla,30356,1.92,12A,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Ren Ôsugi,Action,Drama,Horror
The Long Kiss Goodnight,82913,33.33,18,Geena Davis,Samuel L. Jackson,Yvonne Zima,Craig Bierko,Action,Crime,Drama
News of the World,92330,N/A,12A,Tom Hanks,Helena Zengel,Tom Astor,Travis Johnson,Action,Adventure,Drama
Boss Level,74233,N/A,15,Frank Grillo,Mel Gibson,Naomi Watts,Michelle Yeoh,Action,Adventure,Comedy
Logan's Run,59274,25.0,A,Michael York,Jenny Agutter,Richard Jordan,Roscoe Lee Browne,Action,Adventure,Sci-Fi
Superman II,111830,108.19,A,Gene Hackman,Christopher Reeve,Margot Kidder,Ned Beatty,Action,Adventure,Sci-Fi
The Outpost,37818,N/A,15,Scott Eastwood,Caleb Landry Jones,Orlando Bloom,Jack Kesy,Action,Drama,History
Three Steps Above Heaven,27795,N/A,N/A,Mario Casas,María Valverde,Álvaro Cervantes,Marina Salas,Action,Drama,Romance
You Only Live Twice,114130,43.08,A,Sean Connery,Akiko Wakabayashi,Mie Hama,Tetsurô Tanba,Action,Adventure,Thriller
The Score,131448,71.07,15,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett,Action,Crime,Drama
Spies in Disguise,53633,66.76,PG,Rachel Brosnahan,Jarrett Bruno,Claire Crosby,Toru Uchikado,Animation,Action,Adventure
Innerspace,63147,25.89,PG,Dennis Quaid,Martin Short,Meg Ryan,Kevin McCarthy,Action,Adventure,Comedy
Four Brothers,152585,74.49,15,Mark Wahlberg,Tyrese Gibson,André 3000,Garrett Hedlund,Action,Crime,Drama
Green Zone,140493,35.05,15,Matt Damon,Jason Isaacs,Greg Kinnear,Igal Naor,Action,Drama,Thriller
Street Kings,117199,26.42,15,Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Action,Crime,Thriller
A Prayer Before Dawn,25200,N/A,18,Joe Cole,Cherry Miko,Vithaya Pansringarm,Panya Yimmumphai,Action,Biography,Crime
Tristan + Isolde,53659,14.73,12A,James Franco,Sophia Myles,Rufus Sewell,David O'Hara,Action,Drama,Romance
Enemy Mine,50028,4.27,12,Dennis Quaid,Louis Gossett Jr.,Brion James,Richard Marcus,Action,Adventure,Drama
El mariachi,69657,2.04,15,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Peter Marquardt,Action,Crime,Thriller
Harsh Times,67433,3.34,15,Christian Bale,Freddy Rodríguez,Eva Longoria,Chaka Forman,Action,Crime,Drama
We Own the Night,91158,28.56,15,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Danny Hoch,Action,Crime,Drama
Who Am I?,41861,N/A,12,Jackie Chan,Michelle Ferre,Mirai Yamamoto,Ron Smerczak,Action,Adventure,Comedy
Dead Snow 2,25938,N/A,18,Geir Vegar Hoel,Ørjan Gamst,Martin Starr,Jocelyn DeBoer,Action,Comedy,Fantasy
Teenage Mutant Hero Turtles,99249,135.27,U,Judith Hoag,Elias Koteas,Josh Pais,David Forman,Action,Adventure,Comedy
In Time,428135,37.52,12A,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Olivia Wilde,Action,Sci-Fi,Thriller
Black Panther: Wakanda Forever,280758,453.72,12A,Letitia Wright,Lupita Nyong'o,Danai Gurira,Winston Duke,Action,Adventure,Drama
Black Widow,404032,183.65,12A,Scarlett Johansson,Florence Pugh,David Harbour,Rachel Weisz,Action,Adventure,Sci-Fi
Road House,81353,30.05,18,Patrick Swayze,Kelly Lynch,Sam Elliott,Ben Gazzara,Action,Thriller,
Bumblebee,180310,127.2,12A,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,Jason Drucker,Action,Adventure,Sci-Fi
Armageddon,439391,201.57,12,Bruce Willis,Billy Bob Thornton,Ben Affleck,Liv Tyler,Action,Adventure,Sci-Fi
Jumanji: The Next Level,267896,316.83,12A,Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,Action,Adventure,Comedy
Wanted,400233,134.51,18,Angelina Jolie,James McAvoy,Morgan Freeman,Terence Stamp,Action,Crime,Thriller
Midway,90853,56.85,12A,Ed Skrein,Patrick Wilson,Woody Harrelson,Luke Evans,Action,Drama,History
Escape Plan,251704,25.13,15,Sylvester Stallone,Arnold Schwarzenegger,50 Cent,Vincent D'Onofrio,Action,Thriller,
The Equalizer 2,172364,102.08,18,Denzel Washington,Pedro Pascal,Ashton Sanders,Orson Bean,Action,Crime,Thriller
Kingsman: The Golden Circle,347599,100.23,15,Taron Egerton,Colin Firth,Mark Strong,Channing Tatum,Action,Adventure,Comedy
The Adam Project,217860,N/A,12,Ryan Reynolds,Walker Scobell,Mark Ruffalo,Jennifer Garner,Action,Adventure,Comedy
Violent Night,75773,N/A,15,David Harbour,John Leguizamo,Beverly D'Angelo,Alex Hassell,Action,Comedy,Crime
King Arthur: Legend of the Sword,225265,39.18,12A,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Djimon Hounsou,Action,Adventure,Drama
Warcraft: The Beginning,272195,47.37,12A,Travis Fimmel,Paula Patton,Ben Foster,Dominic Cooper,Action,Adventure,Fantasy
The Wolverine,481173,132.56,12A,Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima,Action,Sci-Fi,
Kong: Skull Island,333572,168.05,12A,Tom Hiddleston,Samuel L. Jackson,Brie Larson,John C. Reilly,Action,Adventure,Fantasy
For Your Eyes Only,105302,62.3,A,Roger Moore,Carole Bouquet,Topol,Lynn-Holly Johnson,Action,Adventure,Thriller
The Old Guard,175684,N/A,15,Charlize Theron,KiKi Layne,Matthias Schoenaerts,Marwan Kenzari,Action,Thriller,
Atomic Blonde,201028,51.69,15,Charlize Theron,James McAvoy,John Goodman,Eddie Marsan,Action,Thriller,
Safe House,229986,126.37,15,Denzel Washington,Ryan Reynolds,Robert Patrick,Vera Farmiga,Action,Thriller,
Demolition Man,185919,58.06,15,Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,Action,Sci-Fi,Thriller
The Running Man,160308,38.12,18,Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,Jim Brown,Action,Sci-Fi,Thriller
Commando,169315,35.1,18,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells,Action,Adventure,Thriller
The A-Team,264763,77.22,12A,Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel,Action,Adventure,Crime
Rush Hour 2,231156,226.16,12,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,Action,Comedy,Crime
The Salvation,41423,0.01,15,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,Eric Cantona,Action,Drama,Thriller
Gangster Squad,219757,46.0,15,Sean Penn,Ryan Gosling,Emma Stone,Giovanni Ribisi,Action,Crime,Drama
The Man with the Golden Gun,109950,20.97,A,Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,Action,Adventure,Thriller
Wyatt Earp,53414,25.05,12,Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,Action,Adventure,Biography
Zombieland: Double Tap,191430,73.12,15,Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,Action,Comedy,Horror
The Last Starfighter,44645,28.73,PG,Lance Guest,Robert Preston,Kay E. Kuter,Dan Mason,Action,Adventure,Sci-Fi
Pandorum,155700,10.33,15,Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,Action,Horror,Mystery
No Escape,90247,27.29,15,Lake Bell,Pierce Brosnan,Owen Wilson,Thanawut Ketsaro,Action,Thriller,
The Matrix Revolutions,529350,139.31,15,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Action,Sci-Fi,
Tron,125946,33.0,A,Jeff Bridges,Bruce Boxleitner,David Warner,Cindy Morgan,Action,Adventure,Sci-Fi
Blade II,227340,82.35,18,Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela,Action,Horror,Sci-Fi
Super,82483,0.32,18,Rainn Wilson,Elliot Page,Liv Tyler,Kevin Bacon,Action,Comedy,Crime
The Living Daylights,102872,51.19,PG,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé,Joe Don Baker,Action,Adventure,Thriller
Hot Shots!,113135,69.47,12,Charlie Sheen,Cary Elwes,Valeria Golino,Lloyd Bridges,Action,Comedy,
Attack the Block,109698,1.02,15,John Boyega,Jodie Whittaker,Alex Esmail,Leeon Jones,Action,Adventure,Comedy
Angels & Demons,302520,133.38,15,Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård,Action,Mystery,Thriller
Out of the Furnace,121373,11.33,15,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson,Action,Crime,Drama
2 Guns,220077,75.61,15,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,Action,Thriller,
Hardcore Henry,99395,9.25,18,Sharlto Copley,Tim Roth,Haley Bennett,Danila Kozlovskiy,Action,Adventure,Sci-Fi
Live and Let Die,112167,35.38,A,Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,Action,Adventure,Thriller
Jungle,60464,N/A,15,Daniel Radcliffe,Thomas Kretschmann,Alex Russell,Joel Jackson,Action,Adventure,Biography
The Guest,103737,0.32,15,Dan Stevens,Sheila Kelley,Maika Monroe,Joel David Moore,Action,Mystery,Thriller
Lethal Weapon 3,174284,144.73,15,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Action,Crime,Thriller
The Finest Hours,69097,27.57,12A,Chris Pine,Casey Affleck,Ben Foster,Eric Bana,Action,Drama,History
On Her Majesty's Secret Service,96121,22.8,PG,George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Action,Adventure,Thriller
Underworld: Evolution,205553,62.32,18,Kate Beckinsale,Scott Speedman,Bill Nighy,Tony Curran,Action,Fantasy,Thriller
The Grey,258337,51.58,15,Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,Action,Adventure,Drama
Backdraft,84544,77.87,15,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,Action,Drama,Mystery
Brooklyn's Finest,65389,27.15,18,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Action,Crime,Drama
Absolute Power,58336,50.01,15,Clint Eastwood,Gene Hackman,Ed Harris,Laura Linney,Action,Crime,Drama
Death Sentence,73571,9.53,18,Kevin Bacon,John Goodman,Kelly Preston,Garrett Hedlund,Action,Crime,Drama
Harriet,29207,N/A,12A,Cynthia Erivo,Janelle Monáe,Leslie Odom Jr.,Joe Alwyn,Action,Biography,Drama
Conspiracy Theory,104373,75.98,15,Mel Gibson,Julia Roberts,Patrick Stewart,Cylk Cozart,Action,Mystery,Thriller
Pete's Dragon,60492,76.23,PG,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence,Action,Adventure,Comedy
Colors,28527,46.62,18,Sean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks,Action,Crime,Drama
Hamburger Hill,27011,13.84,18,Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan,Action,Drama,Thriller
The Enforcer,47690,46.2,X,Clint Eastwood,Tyne Daly,Harry Guardino,Bradford Dillman,Action,Crime,Thriller
Ransom,132309,136.49,15,Mel Gibson,Gary Sinise,Rene Russo,Brawley Nolte,Action,Crime,Thriller
Machine Gun Preacher,67882,0.54,15,Gerard Butler,Michelle Monaghan,Michael Shannon,Kathy Baker,Action,Biography,Crime
Hidalgo,84191,67.29,12A,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,Louise Lombard,Action,Adventure,Biography
Tales from the Crypt: Demon Knight,25298,21.09,18,Billy Zane,William Sadler,Jada Pinkett Smith,Brenda Bakke,Action,Fantasy,Horror
Appaloosa,63058,20.21,15,Ed Harris,Viggo Mortensen,Renée Zellweger,Jeremy Irons,Action,Crime,Drama
Rumble in the Bronx,44634,32.39,15,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,Action,Comedy,Crime
The Brothers Bloom,51937,3.52,12A,Rachel Weisz,Adrien Brody,Mark Ruffalo,Rinko Kikuchi,Action,Adventure,Comedy
Blood and Bone,34870,N/A,18,Michael Jai White,Julian Sands,Eamonn Walker,Dante Basco,Action,Crime,Drama
Wild Target,39408,0.12,12A,Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett,Action,Comedy,Crime
The Brave One,62336,36.79,18,Jodie Foster,Terrence Howard,Naveen Andrews,Nicky Katt,Action,Crime,Drama
Nothing to Lose,48255,44.46,15,Martin Lawrence,Tim Robbins,John C. McGinley,Giancarlo Esposito,Action,Adventure,Comedy
Turbo Kid,29040,0.05,15,Munro Chambers,Laurence Leboeuf,Michael Ironside,Edwin Wright,Action,Adventure,Comedy
Stakeout,27865,65.67,15,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,Aidan Quinn,Action,Comedy,Crime
Om Shanti Om,46826,3.6,12A,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Kirron Kher,Action,Comedy,Drama
Venom,514088,213.52,15,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,Action,Adventure,Sci-Fi
Divergent,474873,150.95,12A,Shailene Woodley,Theo James,Kate Winslet,Jai Courtney,Action,Adventure,Mystery
Ender's Game,248487,61.74,12A,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin,Action,Adventure,Sci-Fi
Anna,88360,7.74,15,Sasha Luss,Helen Mirren,Luke Evans,Cillian Murphy,Action,Thriller,
Red Sparrow,194388,46.87,15,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,Action,Drama,Thriller
The Other Guys,279750,119.22,12A,Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes,Action,Comedy,Crime
The Hunger Games: Mockingjay - Part 1,476487,337.14,12A,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Action,Adventure,Sci-Fi
Pirates of the Caribbean: On Stranger Tides,546444,241.06,12A,Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush,Action,Adventure,Fantasy
The Incredible Hulk,510060,134.52,12A,Edward Norton,Liv Tyler,Tim Roth,William Hurt,Action,Adventure,Sci-Fi
The Amazing Spider-Man 2,519123,202.85,12A,Andrew Garfield,Emma Stone,Jamie Foxx,Paul Giamatti,Action,Adventure,Sci-Fi
Jungle Cruise,202908,116.99,12A,Dwayne Johnson,Emily Blunt,Edgar Ramírez,Jack Whitehall,Action,Adventure,Comedy
Elysium,460437,93.05,15,Matt Damon,Jodie Foster,Sharlto Copley,Alice Braga,Action,Drama,Sci-Fi
Jason Bourne,235582,162.43,12A,Matt Damon,Tommy Lee Jones,Alicia Vikander,Vincent Cassel,Action,Thriller,
Resident Evil,280487,40.12,15,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,Oscar Pearce,Action,Horror,Sci-Fi
Star Wars: Episode II - Attack of the Clones,735618,310.68,PG,Hayden Christensen,Natalie Portman,Ewan McGregor,Christopher Lee,Action,Adventure,Fantasy
Smokin' Aces,149439,35.66,18,Jeremy Piven,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Action,Comedy,Crime
Enola Holmes,207374,N/A,12,Millie Bobby Brown,Henry Cavill,Sam Claflin,Helena Bonham Carter,Action,Adventure,Crime
X-Men: The Last Stand,529942,234.36,12A,Patrick Stewart,Hugh Jackman,Halle Berry,Famke Janssen,Action,Adventure,Sci-Fi
John Carter,280497,73.08,12A,Taylor Kitsch,Lynn Collins,Willem Dafoe,Samantha Morton,Action,Adventure,Sci-Fi
The Bourne Legacy,310111,113.2,12A,Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Action,Adventure,Thriller
Quantum of Solace,460746,168.37,12A,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Action,Adventure,Mystery
The Harder They Fall,68070,N/A,15,Jonathan Majors,Zazie Beetz,RJ Cyler,Edi Gathegi,Action,Drama,Western
Fast & Furious 8,245289,226.01,12A,Vin Diesel,Jason Statham,Dwayne Johnson,Michelle Rodriguez,Action,Crime,Thriller
Machete,201336,26.59,18,Danny Trejo,Michelle Rodriguez,Robert De Niro,Jessica Alba,Action,Crime,Thriller
Joy Ride,73220,21.97,15,Steve Zahn,Paul Walker,Leelee Sobieski,Jessica Bowman,Action,Mystery,Thriller
Hunter Killer,68305,15.77,15,Gerard Butler,Gary Oldman,Common,Linda Cardellini,Action,Thriller,
Eagle Eye,191948,101.11,12A,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,Action,Mystery,Thriller
30 Days of Night,183684,39.57,15,Josh Hartnett,Melissa George,Danny Huston,Ben Foster,Action,Adventure,Horror
Robin Hood,276703,105.27,12A,Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow,Action,Adventure,Drama
Prince of Persia: The Sands of Time,297847,90.76,12A,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Action,Adventure,Fantasy
Austin Powers: The Spy Who Shagged Me,242264,206.04,12,Mike Myers,Heather Graham,Michael York,Robert Wagner,Action,Adventure,Comedy
The 13th Warrior,128946,32.7,15,Antonio Banderas,Diane Venora,Dennis Storhøi,Vladimir Kulich,Action,Adventure,History
Crocodile Dundee,111219,174.64,15,Paul Hogan,Linda Kozlowski,John Meillon,David Gulpilil,Action,Adventure,Comedy
Adrift,59670,31.45,12A,Shailene Woodley,Sam Claflin,Jeffrey Thomas,Elizabeth Hawthorne,Action,Adventure,Biography
The LEGO Movie 2,72897,105.81,U,Chris Pratt,Elizabeth Banks,Will Arnett,Tiffany Haddish,Animation,Action,Adventure
The Chronicles of Riddick,237018,57.76,15,Vin Diesel,Judi Dench,Colm Feore,Thandiwe Newton,Action,Adventure,Sci-Fi
Ghostbusters II,215321,112.49,PG,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,Action,Comedy,Fantasy
Tears of the Sun,127166,43.73,15,Bruce Willis,Cole Hauser,Monica Bellucci,Eamonn Walker,Action,Drama,Thriller
Licence to Kill,108903,34.67,15,Timothy Dalton,Robert Davi,Carey Lowell,Talisa Soto,Action,Adventure,Thriller
The Expendables 2,315045,85.02,15,Sylvester Stallone,Liam Hemsworth,Randy Couture,Jean-Claude Van Damme,Action,Adventure,Thriller
The Informer,40133,N/A,15,Joel Kinnaman,Rosamund Pike,Common,Mateusz Kosciukiewicz,Action,Crime,Drama
Lethal Weapon 4,168534,130.44,15,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Action,Crime,Thriller
The Wave,40968,0.18,15,Kristoffer Joner,Ane Dahl Torp,Jonas Hoff Oftebro,Edith Haagenrud-Sande,Action,Drama,Thriller
The Heat,177855,159.58,15,Sandra Bullock,Michael McDonald,Melissa McCarthy,Demián Bichir,Action,Comedy,Crime
Bad Boys II,260214,138.61,15,Will Smith,Martin Lawrence,Gabrielle Union,Jordi Mollà,Action,Comedy,Crime
Shanghai Noon,132207,56.94,12,Jackie Chan,Owen Wilson,Lucy Liu,Brandon Merrill,Action,Adventure,Comedy
Overlord,103533,21.7,18,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Pilou Asbæk,Action,Horror,Sci-Fi
Welcome to the Jungle,110863,47.73,15,Dwayne Johnson,Seann William Scott,Christopher Walken,Rosario Dawson,Action,Adventure,Comedy
Flushed Away,133550,64.67,U,Hugh Jackman,Kate Winslet,Ian McKellen,Jean Reno,Animation,Action,Adventure
Courage Under Fire,57672,59.03,15,Denzel Washington,Meg Ryan,Lou Diamond Phillips,Michael Moriarty,Action,Drama,Mystery
Hot Shots! Part Deux,94684,38.91,12,Charlie Sheen,Lloyd Bridges,Valeria Golino,Richard Crenna,Action,Comedy,
Alpha,64776,35.85,12A,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Jens Hultén,Action,Adventure,Drama
RED 2,176646,53.26,12A,Bruce Willis,Helen Mirren,John Malkovich,Anthony Hopkins,Action,Comedy,Crime
Black Rain,57692,46.21,18,Michael Douglas,Andy Garcia,Ken Takakura,Kate Capshaw,Action,Crime,Drama
New Jack City,37425,47.62,18,Wesley Snipes,Ice-T,Allen Payne,Chris Rock,Action,Crime,Drama
Edge of Darkness,96957,43.31,15,Mel Gibson,Ray Winstone,Danny Huston,Bojana Novakovic,Action,Drama,Thriller
Star Trek III: The Search for Spock,84006,76.47,PG,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Action,Adventure,Sci-Fi
U-571,84509,77.09,12,Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi,Action,War,
